Crop,Province,Year,Volume_Production,Area_Planted_Harvested
Alugbati (Malabar spinach),Laguna,2011,4.48,0.15
Alugbati (Malabar spinach),Laguna,2012,4.51,0.15
Alugbati (Malabar spinach),Laguna,2013,4.56,0.18
Alugbati (Malabar spinach),Laguna,2014,4.53,0.2
Alugbati (Malabar spinach),Laguna,2015,5.9,0.2
Alugbati (Malabar spinach),Laguna,2016,5.42,0.2
Alugbati (Malabar spinach),Laguna,2017,5.35,0.2
Alugbati (Malabar spinach),Laguna,2018,4.82,0.2
Alugbati (Malabar spinach),Laguna,2019,4.94,0.2
Alugbati (Malabar spinach),Laguna,2020,4.68,0.2
Alugbati (Malabar spinach),Laguna,2021,5.11,0.5
Alugbati (Malabar spinach),Laguna,2022,5.23,0.5
Alugbati (Malabar spinach),Laguna,2023,3.46,0.92
Alugbati (Malabar spinach),Laguna,2024,9.78,2
Alugbati (Malabar spinach),Lanao del Norte,2010,866,50
Alugbati (Malabar spinach),Lanao del Norte,2011,879.37,50
Alugbati (Malabar spinach),Lanao del Norte,2012,882,50
Alugbati (Malabar spinach),Lanao del Norte,2013,887,52
Alugbati (Malabar spinach),Lanao del Norte,2014,894,53
Alugbati (Malabar spinach),Lanao del Norte,2015,876.65,55
Alugbati (Malabar spinach),Lanao del Norte,2016,888,55
Alugbati (Malabar spinach),Lanao del Norte,2017,895.55,55.25
Alugbati (Malabar spinach),Lanao del Norte,2018,903,55
Alugbati (Malabar spinach),Lanao del Norte,2019,910,55
Alugbati (Malabar spinach),Lanao del Norte,2020,912.55,55
Alugbati (Malabar spinach),Lanao del Norte,2021,921.56,55
Alugbati (Malabar spinach),Lanao del Norte,2022,930.32,54.25
Alugbati (Malabar spinach),Lanao del Norte,2023,832.85,54.25
Alugbati (Malabar spinach),Lanao del Norte,2024,824.25,53
Alugbati (Malabar spinach),Lanao del Sur,2010,48.9,2
Alugbati (Malabar spinach),Lanao del Sur,2011,47.8,2
Alugbati (Malabar spinach),Lanao del Sur,2012,49.73,2
Alugbati (Malabar spinach),Lanao del Sur,2013,50.9,2
Alugbati (Malabar spinach),Lanao del Sur,2014,51.1,2
Alugbati (Malabar spinach),Lanao del Sur,2015,52.36,2
Alugbati (Malabar spinach),Lanao del Sur,2016,52.21,2
Alugbati (Malabar spinach),Lanao del Sur,2017,52.22,2
Alugbati (Malabar spinach),Lanao del Sur,2018,56.16,2
Alugbati (Malabar spinach),Lanao del Sur,2019,56.26,2
Alugbati (Malabar spinach),Lanao del Sur,2020,56.69,2
Alugbati (Malabar spinach),Lanao del Sur,2021,56.03,2.02
Alugbati (Malabar spinach),Lanao del Sur,2022,56.13,2.1
Alugbati (Malabar spinach),Lanao del Sur,2023,58.64,2.02
Alugbati (Malabar spinach),Lanao del Sur,2024,68.95,12.77
Alugbati (Malabar spinach),Leyte,2010,1.25,4
Alugbati (Malabar spinach),Leyte,2011,1.28,4
Alugbati (Malabar spinach),Leyte,2012,1.27,4.35
Alugbati (Malabar spinach),Leyte,2013,1.15,3.26
Alugbati (Malabar spinach),Leyte,2014,0.98,3
Alugbati (Malabar spinach),Leyte,2015,1.08,3.2
Alugbati (Malabar spinach),Leyte,2016,1.05,3.2
Alugbati (Malabar spinach),Leyte,2017,0.94,3.2
Alugbati (Malabar spinach),Leyte,2018,1.05,3.2
Alugbati (Malabar spinach),Leyte,2019,1.05,3.2
Alugbati (Malabar spinach),Leyte,2020,1.08,3.25
Alugbati (Malabar spinach),Leyte,2021,1.2,3.25
Alugbati (Malabar spinach),Leyte,2022,1.13,3.25
Alugbati (Malabar spinach),Leyte,2023,26.71,17.44
Alugbati (Malabar spinach),Leyte,2024,4.99,3.9
Alugbati (Malabar spinach),Maguindanao,2010,2380,48
Alugbati (Malabar spinach),Maguindanao,2011,2382,50
Alugbati (Malabar spinach),Maguindanao,2012,2385,50
Alugbati (Malabar spinach),Maguindanao,2013,2387.1,50
Alugbati (Malabar spinach),Maguindanao,2014,2389.4,51
Alugbati (Malabar spinach),Maguindanao,2015,2389.2,51
Alugbati (Malabar spinach),Maguindanao,2016,2399,51
Alugbati (Malabar spinach),Maguindanao,2017,2424.4,51
Alugbati (Malabar spinach),Maguindanao,2018,2435.1,51
Alugbati (Malabar spinach),Maguindanao,2019,2445.8,51
Alugbati (Malabar spinach),Maguindanao,2020,2453,51
Alugbati (Malabar spinach),Maguindanao,2021,2459.55,51
Alugbati (Malabar spinach),Maguindanao,2022,2461.37,51
Alugbati (Malabar spinach),Maguindanao,2023,2467.1,35
Alugbati (Malabar spinach),Maguindanao,2024,2179.49,35
Alugbati (Malabar spinach),Masbate,2010,3.8,5.5
Alugbati (Malabar spinach),Masbate,2011,4.55,5.5
Alugbati (Malabar spinach),Masbate,2012,5,6
Alugbati (Malabar spinach),Masbate,2013,6.15,6
Alugbati (Malabar spinach),Masbate,2014,6.98,6
Alugbati (Malabar spinach),Masbate,2015,7.01,6
Alugbati (Malabar spinach),Masbate,2016,7.29,6
Alugbati (Malabar spinach),Masbate,2017,7.4,6
Alugbati (Malabar spinach),Masbate,2018,7.78,6
Alugbati (Malabar spinach),Masbate,2019,7.99,6
Alugbati (Malabar spinach),Masbate,2020,8.1,6
Alugbati (Malabar spinach),Masbate,2021,8.25,6
Alugbati (Malabar spinach),Masbate,2022,8.37,6
Alugbati (Malabar spinach),Masbate,2023,8.42,21.1
Alugbati (Malabar spinach),Masbate,2024,10.56,21.1
Alugbati (Malabar spinach),Misamis Occidental,2010,582.4,42
Alugbati (Malabar spinach),Misamis Occidental,2011,612,42
Alugbati (Malabar spinach),Misamis Occidental,2012,620,42
Alugbati (Malabar spinach),Misamis Occidental,2013,621.1,42
Alugbati (Malabar spinach),Misamis Occidental,2014,630.55,42
Alugbati (Malabar spinach),Misamis Occidental,2015,626.1,42
Alugbati (Malabar spinach),Misamis Occidental,2016,627,43
Alugbati (Malabar spinach),Misamis Occidental,2017,640,44
Alugbati (Malabar spinach),Misamis Occidental,2018,644,45
Alugbati (Malabar spinach),Misamis Occidental,2019,648,45
Alugbati (Malabar spinach),Misamis Occidental,2020,655.91,46
Alugbati (Malabar spinach),Misamis Occidental,2021,657.5,46
Alugbati (Malabar spinach),Misamis Occidental,2022,661.35,47
Alugbati (Malabar spinach),Misamis Occidental,2023,672.06,47
Alugbati (Malabar spinach),Misamis Occidental,2024,685.4,47
Alugbati (Malabar spinach),Misamis Oriental,2010,1599.57,125
Alugbati (Malabar spinach),Misamis Oriental,2011,1623,126
Alugbati (Malabar spinach),Misamis Oriental,2012,1634,128
Alugbati (Malabar spinach),Misamis Oriental,2013,1643,129
Alugbati (Malabar spinach),Misamis Oriental,2014,1655,130
Alugbati (Malabar spinach),Misamis Oriental,2015,1625,130
Alugbati (Malabar spinach),Misamis Oriental,2016,1655,133
Alugbati (Malabar spinach),Misamis Oriental,2017,1665,133
Alugbati (Malabar spinach),Misamis Oriental,2018,1675,135
Alugbati (Malabar spinach),Misamis Oriental,2019,1679.5,135
Alugbati (Malabar spinach),Misamis Oriental,2020,1681.55,135
Alugbati (Malabar spinach),Misamis Oriental,2021,1683.47,135
Alugbati (Malabar spinach),Misamis Oriental,2022,2156.73,135
Alugbati (Malabar spinach),Misamis Oriental,2023,2204.19,140
Alugbati (Malabar spinach),Misamis Oriental,2024,2157.33,140
Alugbati (Malabar spinach),Negros Occidental,2010,884.34,116
Alugbati (Malabar spinach),Negros Occidental,2011,929.62,116
Alugbati (Malabar spinach),Negros Occidental,2012,941.59,116
Alugbati (Malabar spinach),Negros Occidental,2013,950.97,113
Alugbati (Malabar spinach),Negros Occidental,2014,963.41,113
Alugbati (Malabar spinach),Negros Occidental,2015,962.83,113
Alugbati (Malabar spinach),Negros Occidental,2016,972.51,113
Alugbati (Malabar spinach),Negros Occidental,2017,975.19,113
Alugbati (Malabar spinach),Negros Occidental,2018,977.94,113
Alugbati (Malabar spinach),Negros Occidental,2019,1004.53,113
Alugbati (Malabar spinach),Negros Occidental,2020,1035.85,113
Alugbati (Malabar spinach),Negros Occidental,2021,1055.77,111
Alugbati (Malabar spinach),Negros Occidental,2022,994.06,111
Alugbati (Malabar spinach),Negros Occidental,2023,1073.04,90
Alugbati (Malabar spinach),Negros Occidental a/,2024,1070.94,90
Alugbati (Malabar spinach),Negros Oriental,2010,3327.75,215
Alugbati (Malabar spinach),Negros Oriental,2011,3460.59,222
Alugbati (Malabar spinach),Negros Oriental,2012,2667.05,225
Alugbati (Malabar spinach),Negros Oriental,2013,2663.35,222
Alugbati (Malabar spinach),Negros Oriental,2014,2543.5,220
Alugbati (Malabar spinach),Negros Oriental,2015,2198.2,220
Alugbati (Malabar spinach),Negros Oriental,2016,2152.8,215
Alugbati (Malabar spinach),Negros Oriental,2017,2190.88,215
Alugbati (Malabar spinach),Negros Oriental,2018,2077.33,215
Alugbati (Malabar spinach),Negros Oriental,2019,2062.35,185
Alugbati (Malabar spinach),Negros Oriental,2020,2061.22,185
Alugbati (Malabar spinach),Negros Oriental,2021,2073.1,185
Alugbati (Malabar spinach),Negros Oriental,2022,2083,185
Alugbati (Malabar spinach),Negros Oriental,2023,2162.54,190
Alugbati (Malabar spinach),Negros Oriental b/,2024,1585.95,180
Alugbati (Malabar spinach),Northern Samar,2010,5.73,2
Alugbati (Malabar spinach),Northern Samar,2011,5.85,2
Alugbati (Malabar spinach),Northern Samar,2012,6.51,2
Alugbati (Malabar spinach),Northern Samar,2013,6.64,2
Alugbati (Malabar spinach),Northern Samar,2014,6.35,2
Alugbati (Malabar spinach),Northern Samar,2015,6.32,2
Alugbati (Malabar spinach),Northern Samar,2016,5.98,2
Alugbati (Malabar spinach),Northern Samar,2017,6.01,2.05
Alugbati (Malabar spinach),Northern Samar,2018,6.15,2.1
Alugbati (Malabar spinach),Northern Samar,2019,6.18,2.1
Alugbati (Malabar spinach),Northern Samar,2020,6.19,2.11
Alugbati (Malabar spinach),Northern Samar,2021,6.18,2.11
Alugbati (Malabar spinach),Northern Samar,2022,6.16,2.11
Alugbati (Malabar spinach),Northern Samar,2023,6.37,2.11
Alugbati (Malabar spinach),Northern Samar,2024,6.66,2
Alugbati (Malabar spinach),Nueva Ecija,2024,1.22,3.09
Alugbati (Malabar spinach),Nueva Vizcaya,2010,9.55,8
Alugbati (Malabar spinach),Nueva Vizcaya,2011,11.4,8
Alugbati (Malabar spinach),Nueva Vizcaya,2012,12.59,8
Alugbati (Malabar spinach),Nueva Vizcaya,2013,16.07,8
Alugbati (Malabar spinach),Nueva Vizcaya,2014,18.5,10
Alugbati (Malabar spinach),Nueva Vizcaya,2015,19.2,11
Alugbati (Malabar spinach),Nueva Vizcaya,2016,16.92,10
Alugbati (Malabar spinach),Nueva Vizcaya,2017,18.53,11
Alugbati (Malabar spinach),Nueva Vizcaya,2018,18.26,12
Alugbati (Malabar spinach),Nueva Vizcaya,2019,18.3,12
Alugbati (Malabar spinach),Nueva Vizcaya,2020,17.97,12
Alugbati (Malabar spinach),Nueva Vizcaya,2021,17.83,12.5
Alugbati (Malabar spinach),Nueva Vizcaya,2022,18.47,13
Alugbati (Malabar spinach),Nueva Vizcaya,2023,21.43,13.05
Alugbati (Malabar spinach),Nueva Vizcaya,2024,9.98,6.56
Alugbati (Malabar spinach),Occidental Mindoro,2024,6.9,11.64
Alugbati (Malabar spinach),Oriental Mindoro,2020,0.04,0.25
Alugbati (Malabar spinach),Oriental Mindoro,2021,0.15,0.25
Alugbati (Malabar spinach),Oriental Mindoro,2022,0.19,0.25
Alugbati (Malabar spinach),Oriental Mindoro,2023,0.12,0.1
Alugbati (Malabar spinach),Oriental Mindoro,2024,0.74,0.22
Alugbati (Malabar spinach),Palawan,2010,21.1,14
Alugbati (Malabar spinach),Palawan,2011,22.78,13.5
Alugbati (Malabar spinach),Palawan,2012,23.55,11.5
Alugbati (Malabar spinach),Palawan,2013,24.56,11.5
Alugbati (Malabar spinach),Palawan,2014,26.28,11.5
Alugbati (Malabar spinach),Palawan,2015,26.57,11.75
Alugbati (Malabar spinach),Palawan,2016,26.58,11.75
Alugbati (Malabar spinach),Palawan,2017,27.31,11.75
Alugbati (Malabar spinach),Palawan,2018,27.98,11.85
Alugbati (Malabar spinach),Palawan,2019,28.19,11.85
Alugbati (Malabar spinach),Palawan,2020,28.44,11.85
Alugbati (Malabar spinach),Palawan,2021,32.48,10.67
Alugbati (Malabar spinach),Palawan,2022,24.24,10.67
Alugbati (Malabar spinach),Palawan,2023,26.51,10.67
Alugbati (Malabar spinach),Palawan,2024,27.97,11.52
Alugbati (Malabar spinach),Pampanga,2010,23,3
Alugbati (Malabar spinach),Pampanga,2011,22,3
Alugbati (Malabar spinach),Pampanga,2012,21.5,2.5
Alugbati (Malabar spinach),Pampanga,2013,19.6,2.5
Alugbati (Malabar spinach),Pampanga,2014,20.65,2.5
Alugbati (Malabar spinach),Pampanga,2015,21.2,2.5
Alugbati (Malabar spinach),Pampanga,2016,21.6,2.5
Alugbati (Malabar spinach),Pampanga,2017,20.48,2.5
Alugbati (Malabar spinach),Pampanga,2018,21.47,2.5
Alugbati (Malabar spinach),Pampanga,2019,20.44,2.5
Alugbati (Malabar spinach),Pampanga,2020,20.38,2.5
Alugbati (Malabar spinach),Pampanga,2021,19.42,2.5
Alugbati (Malabar spinach),Pampanga,2022,18.41,2.5
Alugbati (Malabar spinach),Pampanga,2023,19.39,2.5
Alugbati (Malabar spinach),Pampanga,2024,19.46,2.5
Alugbati (Malabar spinach),Pangasinan,2010,4.97,1.75
Alugbati (Malabar spinach),Pangasinan,2011,4.72,1.7
Alugbati (Malabar spinach),Pangasinan,2012,4.5,1.7
Alugbati (Malabar spinach),Pangasinan,2013,4.41,2
Alugbati (Malabar spinach),Pangasinan,2014,4.31,1.75
Alugbati (Malabar spinach),Pangasinan,2015,3.97,1.65
Alugbati (Malabar spinach),Pangasinan,2016,3.88,1.5
Alugbati (Malabar spinach),Pangasinan,2017,3.91,1.25
Alugbati (Malabar spinach),Pangasinan,2018,3.87,1.25
Alugbati (Malabar spinach),Pangasinan,2019,3.85,1.23
Alugbati (Malabar spinach),Pangasinan,2020,3.76,1.22
Alugbati (Malabar spinach),Pangasinan,2021,3.77,1.22
Alugbati (Malabar spinach),Pangasinan,2022,3.78,1.1
Alugbati (Malabar spinach),Pangasinan,2023,2.96,0.8
Alugbati (Malabar spinach),Pangasinan,2024,3.08,0.35
Alugbati (Malabar spinach),Quezon,2024,0.56,0.07
Alugbati (Malabar spinach),Quirino,2010,12,4
Alugbati (Malabar spinach),Quirino,2011,11.5,4
Alugbati (Malabar spinach),Quirino,2012,11.75,4
Alugbati (Malabar spinach),Quirino,2013,12.75,4
Alugbati (Malabar spinach),Quirino,2014,13.05,4
Alugbati (Malabar spinach),Quirino,2015,12.72,4
Alugbati (Malabar spinach),Quirino,2016,13.36,4
Alugbati (Malabar spinach),Quirino,2017,13.78,3.75
Alugbati (Malabar spinach),Quirino,2018,12.5,3.7
Alugbati (Malabar spinach),Quirino,2019,12.74,3.7
Alugbati (Malabar spinach),Quirino,2020,13.08,4.53
Alugbati (Malabar spinach),Quirino,2021,10.43,4.3
Alugbati (Malabar spinach),Quirino,2022,12.07,4.38
Alugbati (Malabar spinach),Quirino,2023,12.15,4.2
Alugbati (Malabar spinach),Quirino,2024,11.95,4.07
Alugbati (Malabar spinach),Rizal,2018,2.43,1.75
Alugbati (Malabar spinach),Rizal,2019,2.82,1.75
Alugbati (Malabar spinach),Rizal,2020,2.8,1.76
Alugbati (Malabar spinach),Rizal,2021,2.86,1.8
Alugbati (Malabar spinach),Rizal,2022,2.77,1.75
Alugbati (Malabar spinach),Rizal,2023,3.54,2
Alugbati (Malabar spinach),Rizal,2024,12.14,2.22
Alugbati (Malabar spinach),Romblon,2010,2.26,2.64
Alugbati (Malabar spinach),Romblon,2011,2.34,2.73
Alugbati (Malabar spinach),Romblon,2012,2.47,2.83
Alugbati (Malabar spinach),Romblon,2013,2.62,2.85
Alugbati (Malabar spinach),Romblon,2014,2.68,2.9
Alugbati (Malabar spinach),Romblon,2015,2.81,2.42
Alugbati (Malabar spinach),Romblon,2016,3.01,2.65
Alugbati (Malabar spinach),Romblon,2017,3.03,2.68
Alugbati (Malabar spinach),Romblon,2018,3.06,2.67
Alugbati (Malabar spinach),Romblon,2019,2.91,2.54
Alugbati (Malabar spinach),Romblon,2020,3.08,2.54
Alugbati (Malabar spinach),Romblon,2021,3.01,2.52
Alugbati (Malabar spinach),Romblon,2022,2.98,2.52
Alugbati (Malabar spinach),Romblon,2023,2.3,1.12
Alugbati (Malabar spinach),Romblon,2024,4.63,2.19
Alugbati (Malabar spinach),Samar,2010,53.18,43
Alugbati (Malabar spinach),Samar,2011,53.23,43
Alugbati (Malabar spinach),Samar,2012,55.23,43
Alugbati (Malabar spinach),Samar,2013,54.73,43
Alugbati (Malabar spinach),Samar,2014,52.95,43
Alugbati (Malabar spinach),Samar,2015,56.6,43
Alugbati (Malabar spinach),Samar,2016,55.8,43
Alugbati (Malabar spinach),Samar,2017,57.75,43
Alugbati (Malabar spinach),Samar,2018,58,43
Alugbati (Malabar spinach),Samar,2019,63.66,45
Alugbati (Malabar spinach),Samar,2020,72.39,48
Alugbati (Malabar spinach),Samar,2021,67.47,48
Alugbati (Malabar spinach),Samar,2022,74.93,48.51
Alugbati (Malabar spinach),Samar,2023,87.73,25.61
Alugbati (Malabar spinach),Samar,2024,82.34,22.01
Alugbati (Malabar spinach),Sarangani,2010,512,19.25
Alugbati (Malabar spinach),Sarangani,2011,540,19.36
Alugbati (Malabar spinach),Sarangani,2012,538,19.35
Alugbati (Malabar spinach),Sarangani,2013,530,19.35
Alugbati (Malabar spinach),Sarangani,2014,490,19.35
Alugbati (Malabar spinach),Sarangani,2015,366,14.25
Alugbati (Malabar spinach),Sarangani,2016,280.09,14.25
Alugbati (Malabar spinach),Sarangani,2017,298,14.25
Alugbati (Malabar spinach),Sarangani,2018,311.85,14.25
Alugbati (Malabar spinach),Sarangani,2019,316.65,14.25
Alugbati (Malabar spinach),Sarangani,2020,322.84,14.25
Alugbati (Malabar spinach),Sarangani,2021,325,15
Alugbati (Malabar spinach),Sarangani,2022,329.7,15
Alugbati (Malabar spinach),Sarangani,2023,220.72,15
Alugbati (Malabar spinach),Sarangani,2024,219,10
Alugbati (Malabar spinach),Siquijor,2010,45.96,4
Alugbati (Malabar spinach),Siquijor,2011,47.41,4
Alugbati (Malabar spinach),Siquijor,2012,44.52,3.7
Alugbati (Malabar spinach),Siquijor,2013,46.19,3
Alugbati (Malabar spinach),Siquijor,2014,44.76,3.05
Alugbati (Malabar spinach),Siquijor,2015,43.31,3
Alugbati (Malabar spinach),Siquijor,2016,38.38,3
Alugbati (Malabar spinach),Siquijor,2017,40.38,3.02
Alugbati (Malabar spinach),Siquijor,2018,37.29,3
Alugbati (Malabar spinach),Siquijor,2019,33.58,2.7
Alugbati (Malabar spinach),Siquijor,2020,33.75,2.7
Alugbati (Malabar spinach),Siquijor,2021,34.54,2.72
Alugbati (Malabar spinach),Siquijor,2022,34.81,2.72
Alugbati (Malabar spinach),Siquijor,2023,34.59,0.52
Alugbati (Malabar spinach),Siquijor b/,2024,31.94,4
Alugbati (Malabar spinach),Sorsogon,2023,0.19,0.02
Alugbati (Malabar spinach),Sorsogon,2024,1.68,0.3
Alugbati (Malabar spinach),South Cotabato,2010,117.25,26
Alugbati (Malabar spinach),South Cotabato,2011,130,25.5
Alugbati (Malabar spinach),South Cotabato,2012,133.42,26.25
Alugbati (Malabar spinach),South Cotabato,2013,136.76,26.25
Alugbati (Malabar spinach),South Cotabato,2014,155.11,26.75
Alugbati (Malabar spinach),South Cotabato,2015,146.11,26
Alugbati (Malabar spinach),South Cotabato,2016,132.23,24
Alugbati (Malabar spinach),South Cotabato,2017,134.16,25
Alugbati (Malabar spinach),South Cotabato,2018,131.59,24.5
Alugbati (Malabar spinach),South Cotabato,2019,124.67,23
Alugbati (Malabar spinach),South Cotabato,2020,120.29,21.25
Alugbati (Malabar spinach),South Cotabato,2021,109.46,20
Alugbati (Malabar spinach),South Cotabato,2022,100.64,18.9
Alugbati (Malabar spinach),South Cotabato,2023,106.66,19.66
Alugbati (Malabar spinach),South Cotabato,2024,65.84,11.29
Alugbati (Malabar spinach),Southern Leyte,2010,4.03,2
Alugbati (Malabar spinach),Southern Leyte,2011,3.92,2
Alugbati (Malabar spinach),Southern Leyte,2012,3.78,2
Alugbati (Malabar spinach),Southern Leyte,2013,3.65,1.5
Alugbati (Malabar spinach),Southern Leyte,2014,3.89,1.83
Alugbati (Malabar spinach),Southern Leyte,2015,3.61,1.8
Alugbati (Malabar spinach),Southern Leyte,2016,3.61,1.9
Alugbati (Malabar spinach),Southern Leyte,2017,3.56,1.94
Alugbati (Malabar spinach),Southern Leyte,2018,3.65,1.96
Alugbati (Malabar spinach),Southern Leyte,2019,3.38,2
Alugbati (Malabar spinach),Southern Leyte,2020,3.42,2
Alugbati (Malabar spinach),Southern Leyte,2021,3.39,1.85
Alugbati (Malabar spinach),Southern Leyte,2022,2.76,1.85
Alugbati (Malabar spinach),Southern Leyte,2023,3.41,2
Alugbati (Malabar spinach),Southern Leyte,2024,8.23,2
Alugbati (Malabar spinach),Sultan Kudarat,2010,170.3,13
Alugbati (Malabar spinach),Sultan Kudarat,2011,179.74,13
Alugbati (Malabar spinach),Sultan Kudarat,2012,182.28,13
Alugbati (Malabar spinach),Sultan Kudarat,2013,176.43,12.5
Alugbati (Malabar spinach),Sultan Kudarat,2014,173,12.55
Alugbati (Malabar spinach),Sultan Kudarat,2015,179.87,12.75
Alugbati (Malabar spinach),Sultan Kudarat,2016,179.49,12.65
Alugbati (Malabar spinach),Sultan Kudarat,2017,185.09,12.5
Alugbati (Malabar spinach),Sultan Kudarat,2018,172.31,12.5
Alugbati (Malabar spinach),Sultan Kudarat,2019,174.71,12.25
Alugbati (Malabar spinach),Sultan Kudarat,2020,176.3,12.25
Alugbati (Malabar spinach),Sultan Kudarat,2021,176.83,12.25
Alugbati (Malabar spinach),Sultan Kudarat,2022,177.8,12.25
Alugbati (Malabar spinach),Sultan Kudarat,2023,178.52,6.78
Alugbati (Malabar spinach),Sultan Kudarat,2024,160.85,6
Alugbati (Malabar spinach),Sulu,2024,4.09,2.54
Alugbati (Malabar spinach),Surigao del Norte,2010,81.4,5
Alugbati (Malabar spinach),Surigao del Norte,2011,52.61,4
Alugbati (Malabar spinach),Surigao del Norte,2012,22,3
Alugbati (Malabar spinach),Surigao del Norte,2013,17.35,1.75
Alugbati (Malabar spinach),Surigao del Norte,2014,15.55,1
Alugbati (Malabar spinach),Surigao del Norte,2015,9.9,2
Alugbati (Malabar spinach),Surigao del Norte,2016,7.3,2
Alugbati (Malabar spinach),Surigao del Norte,2017,9.01,2
Alugbati (Malabar spinach),Surigao del Norte,2018,7.85,2
Alugbati (Malabar spinach),Surigao del Norte,2019,7.88,2
Alugbati (Malabar spinach),Surigao del Norte,2020,7.75,2
Alugbati (Malabar spinach),Surigao del Norte,2021,6.5,2
Alugbati (Malabar spinach),Surigao del Norte,2022,5.5,2
Alugbati (Malabar spinach),Surigao del Norte,2023,10.66,2.5
Alugbati (Malabar spinach),Surigao del Norte,2024,14.79,5.25
Alugbati (Malabar spinach),Surigao del Sur,2010,56.38,75
Alugbati (Malabar spinach),Surigao del Sur,2011,55,75
Alugbati (Malabar spinach),Surigao del Sur,2012,55.4,75
Alugbati (Malabar spinach),Surigao del Sur,2013,54.6,72
Alugbati (Malabar spinach),Surigao del Sur,2014,49.5,60
Alugbati (Malabar spinach),Surigao del Sur,2015,55.04,60
Alugbati (Malabar spinach),Surigao del Sur,2016,56.29,60
Alugbati (Malabar spinach),Surigao del Sur,2017,55.82,60
Alugbati (Malabar spinach),Surigao del Sur,2018,56.78,60
Alugbati (Malabar spinach),Surigao del Sur,2019,55.88,50
Alugbati (Malabar spinach),Surigao del Sur,2020,57.96,72.47
Alugbati (Malabar spinach),Surigao del Sur,2021,49.47,72.5
